ID	Name	Lat	Lon
ASN00049030	NYMAGEE (PYRAMID)	-32.2087	146.3947
ASN00049032	MOUNT HOPE (CYPRESS GROVE)	-32.8345	145.8772
ASN00049036	NYMAGEE (KENMURE STATION)	-32.0641	146.3192
ASN00049037	COBAR (PADDINGTON)	-32.1367	145.0417
ASN00049038	PAIKA	-34.5	143.6
ASN00049041	ROTO STATION	-33.2	145.5
ASN00049042	ST ANDREWS	-33.6	144.5
ASN00049043	SANDY CREEK TANK	-32.2	146
ASN00049044	SHEARLEYS TANK	-31.9	146
ASN00049049	HATFIELD (BENILKIE)	-33.7272	144.0175
ASN00049052	TRIDA (COGIE)	-33	145.05
ASN00049058	YATHONG	-32.65	145.6
ASN00049060	EREMERAN	-32.5	146.4
ASN00049071	CONOBLE	-32.7	144.7
ASN00049072	JUMPING SAND HILL WELL	-33.5	144.7
ASN00049074	MARFIELD	-32.5	144.2
ASN00049075	MERUNGLE	-33.7	145
ASN00049076	NIMAGEE	-32	146.2
ASN00049079	TARRWONG	-33.9	144.4
ASN00049084	TURLEE	-33.8333	143.1667
ASN00049087	NEKARBOO	-32.5333	144.6667
ASN00049090	NILLERA	-32.0833	145.8
ASN00049091	LACHLAN DOWNS	-33	145.8333
ASN00049098	BEDOOBA	-32.3333	145.9167
ASN00049099	D-BLOCK	-33.9667	143.4667
ASN00049101	GUNNARAMBY TANK	-33.2167	144.0167
ASN00049124	GILGUNNIA (NORTH PEAK)	-32.3167	146.0167
ASN00049127	IVANHOE (ABBOTSFORD NORTH)	-33	144.35
ASN00049128	BOOLIGAL (ARRAWATTA)	-33.7667	144.4667
ASN00050005	BOLAGAMY	-33.8	146.9667
ASN00050007	CONDOBOLIN (BORAMBIL PARK)	-33.1624	147.2846
ASN00050009	BULGANDRAMINE	-32.6	148.1
ASN00050011	TOTTENHAM (BURDENDA)	-32.1266	147.4067
ASN00050012	BURRA BURRA	-32.65	147.4
ASN00050014	CONDOBOLIN RETIREMENT VILLAGE	-33.0818	147.1524
ASN00050016	GOONUMBLA (CORADGERY)	-32.9744	148.0632
ASN00050018	DANDALOO (KELVIN)	-32.2884	147.6671
ASN00050020	WARROO (GEERON)	-33.2882	147.5364
ASN00050022	LAKE COWAL	-33.7	147.4
ASN00050023	MELROSE PLAINS	-32.65	147
ASN00050028	TRUNDLE  (MURRUMBOGIE)	-32.9018	147.5224
ASN00050034	NEVERTIRE (BEVERLEY)	-32.0154	147.428
ASN00050039	DANDALOO (TYRIE HOMESTEAD)	-32.2167	147.5333
ASN00050043	TOTTENHAM (WOODLANDS 1)	-32.2	147.35
ASN00050045	YALGOGRIN NORTH (ROLOMA)	-33.8486	146.8261
ASN00050048	ROSEWIN (BOONA TANK)	-32.75	147
ASN00050049	BURRAWANG SOUTH STATION	-33.2	147.5
ASN00050059	CONDOBOLIN STATION	-32.9	147.1
ASN00050064	LAKE COWAL 2	-33.7	147.4
ASN00050065	LAKE COWAL WEST	-33.7	147.4833
ASN00050068	MOOBONG	-33.6	147.8
ASN00050074	TINDA TANK	-32.6	146.9
ASN00050079	WARROO	-33.4	147.7
ASN00050081	WOLLONGOUGH	-33.6	147
ASN00050084	YOUNGARA 1	-33.7833	146.95
ASN00050089	JUMBLE PLAINS	-32.5333	147.4667
ASN00050090	MUNGERY	-32.55	148
ASN00050092	WARGE ROCK 1	-32.5167	147.7833
ASN00050093	WYOMING 1	-32.0667	147.45
ASN00050094	CROWL CREEK	-32.3333	146.7667
ASN00050101	URAMBIE	-32.8667	146.7
ASN00050123	WYALONG UPPER 3 RUN	-33.9	147.2
ASN00050124	PEAK HILL (GENANAGUY)	-32.75	148.0667
ASN00050126	TRUNDLE LAGOON	-32.9333	147.6833
ASN00050128	BOBADAH (MELROSE)	-32.65	146.9333
ASN00050129	TULLAMORE (WARGE ROCK 2)	-32.6	147.75
ASN00050130	WEST WYALONG (WYALONG UPPER NO	-33.8667	147.05
ASN00050132	BOBADAH (PANJIE PARK)	-32.0333	146.85
ASN00050133	NYMAGEE (BABINDA NORTH)	-31.95	146.4833
ASN00051001	COONAMBLE (NARDOO)	-30.8095	148.2284
ASN00051002	BELARINGAR STATION	-31.7833	147.6
ASN00051003	BOX COWELL	-31.6	147.4
ASN00051004	TRANGIE (OLD BUNDEMAR)	-31.8093	148.1584
ASN00051005	NARROMINE (MUMBLE PEG)	-32.0648	148.2356
ASN00051009	COMBOGOLONG	-30.4	148.15
ASN00051010	COONAMBLE COMPARISON	-30.9753	148.3806
ASN00051013	WARREN (EENAWEENA)	-31.515	147.55
ASN00051015	WALGETT (EUROKA)	-30.2	148.15
ASN00051018	GILGANDRA (CHELMSFORD AVE)	-31.7055	148.6625
ASN00051019	GILGOIN	-30.3	147.2
ASN00051020	GIRILAMBONE (AMPOL)	-31.2506	146.9038
ASN00051022	GULARGAMBONE (YALCOGRIN ST)	-31.3329	148.4711
ASN00051025	WARREN (HADDON RIG)	-31.457	147.8824
ASN00051029	NYNGAN (MERRYANBONE)	-31.4333	147.4333
ASN00051031	NYNGAN (CANONBAR)	-31.6395	147.316
ASN00051032	MOUNT TENANDRA	-31.2	148.7
ASN00051033	NYNGAN (MUDALL)	-31.8576	147.1343
ASN00051034	WARREN (MUMBLEBONE)	-31.4986	147.6865
ASN00051036	MURIEL TANK	-31.6	146.6
ASN00051037	NARROMINE (ALAGALAH ST)	-32.2442	148.2447
ASN00051038	NEVERTIRE (CLYDE ST)	-31.8369	147.7171
ASN00051039	NYNGAN AIRPORT	-31.5495	147.1961
ASN00051040	COONAMBLE (PIER PIER)	-30.65	147.9667
ASN00051041	QUABATHOO	-30.6	147.8
ASN00051044	QUAMBONE (SANDY CAMP)	-30.8707	147.7462
ASN00051050	URAWILKIE	-30.8	148.7
ASN00051053	COONAMBLE (WARRANA)	-31	148.4333
ASN00051054	WARREN (FRAWLEY ST)	-31.6976	147.8348
ASN00051056	COONAMBLE (WINGADEE)	-30.5833	148.3167
ASN00051057	MARRA CREEK (WOMBOIN)	-30.6998	147.2232
ASN00051058	BREWON	-30.2	147.5
ASN00051061	COLANE	-31.25	147.2
ASN00051070	CALGA	-31.1	148.7
ASN00051071	CANNONBAR	-31.6	147.3
ASN00051077	COONIMBIA	-30.9	147.9
ASN00051088	WARRUMBUNGLE (CHEDDINGTON)	-31.263	148.8666
ASN00051092	MOONAGEE	-31.3	147.3
ASN00051094	NEBA COONAMBLE	-30.9	148.6
ASN00051098	TRANGIE (HILLSIDE)	-32	148
ASN00051101	WILGAR DOWNS	-30.3	147.9
ASN00051109	MERIGAL	-31.2667	148.55
ASN00051110	NELGOWRIE	-30.9167	148.1333
ASN00051111	THORNDALE	-31.5333	146.9167
ASN00051112	YOWENDAH	-30.15	147.7667
ASN00051128	SILENT DALE	-31.6167	148.15
ASN00051129	WILLEROON	-30.95	147.0667
ASN00051137	BUDGERY	-31.5333	146.6167
ASN00051139	GILGANDRA 1	-31.7	148.6833
ASN00051140	COONAMBLE 2	-30.95	148.3833
ASN00051147	NARROMINE (BURROWAY NO 2)	-31.9	148.3667
ASN00051148	WARREN (EENAWEENA 2)	-31.5167	147.6
ASN00051149	MIANDETTE	-31.5667	146.9667
ASN00051152	NARROMINE (BACKWATER)	-32.25	148.1
ASN00051154	NEVERTIRE (ALLINGTON)	-31.7667	147.7
ASN00052008	ROWENA (BUNNA BUNNA)	-29.7975	149.1961
ASN00052011	CUBBAROO	-30.2	149.1
ASN00052015	WALGETT (GOANGRA)	-30.2167	148.3333
ASN00052018	MERCADOOL	-29.8	148.35
ASN00052019	MOGIL MOGIL (BENIMORA)	-29.3541	148.6895
ASN00052020	MUNGINDI POST OFFICE	-28.9786	148.9899
ASN00052022	MERRYWINBONE (OREEL)	-29.6667	148.8167
ASN00052023	PILLIGA POST OFFICE	-30.3515	148.8843
ASN00052026	WALGETT COUNCIL DEPOT	-30.0236	148.1218
ASN00052027	WALMA	-30.1	148.3
ASN00052043	BOOREEGAMMA	-28.9167	149.2333
ASN00052049	DERRA	-29.55	149.2667
ASN00052053	YARAWA	-29.0333	149.0333
ASN00053001	BARADINE POST OFFICE	-30.948	149.0663
ASN00053005	BOOLCARROL	-30.0667	149.4333
ASN00053010	EDGEROI	-30	150
ASN00053027	MOREE POST OFFICE	-29.5	149.9
ASN00053041	TULLOONA (COOLANGA)	-28.8697	150.0903
ASN00053044	WEE WAA (GEORGE ST)	-30.2257	149.4452
ASN00053053	GOONAL	-29.45	149.3
ASN00053055	MILLIE	-29.8	149.5833
ASN00053060	GARAH (WELBON)	-29.1333	149.7333
ASN00053061	ARRORAMIE LOWER	-30.75	149.6
ASN00053067	WEE WAA (WOODLANDS)	-30.1667	149.3833
ASN00053088	EULAH	-30.95	148.8833
ASN00053092	GOORIANAWAH	-31.1	149
ASN00053093	DINBY	-30.8	148.85
ASN00053106	BOOMI (KUNOPIA)	-28.7167	149.65
ASN00054003	BARRABA POST OFFICE	-30.3781	150.6096
ASN00054004	BINGARA POST OFFICE	-29.8673	150.5715
ASN00054007	BONSHAW (CAMPBELL ST)	-29.0484	151.2766
ASN00054016	DELUNGRA (CRAIGMORE)	-29.4408	150.7858
ASN00054017	GRAVESEND POST OFFICE	-29.5836	150.3362
ASN00054020	MAY VALE	-30.4	150.4
ASN00054021	BARRABA (MOUNT LINDSAY)	-30.3209	150.2734
ASN00054025	OTTLEY (GRAMAN)	-29.3	150.8
ASN00054026	PALLAL	-29.9	150.4
ASN00054029	WARIALDA POST OFFICE	-29.5416	150.5754
ASN00054033	YALLAROI	-29.1	150.5
ASN00054035	YETMAN (WARIALDA STREET)	-28.8973	150.7722
ASN00054036	WALLANGRA (WALLANGRA STATION)	-29.2443	150.8923
ASN00054039	BINGARA (KEERA)	-29.9941	150.7817
ASN00054085	BANNOCKBURN	-29.5833	151.0333
ASN00054088	GRAGIN	-29.5667	150.7667
ASN00054089	GUNNEE	-29.6	150.8
ASN00054092	MYALL CREEK	-29.7167	150.5833
ASN00054095	TARRIARO	-30.3	149.9
ASN00054120	NARRABRI BOWLING CLUB	-30.3222	149.782
ASN00055002	MULLALEY (BANDO)	-31.2342	149.8345
ASN00055003	SOMERTON (BECTIVE ESTATE)	-30.9706	150.7355
ASN00055004	BENDEMEER (CAROLINE ST)	-30.8855	151.1533
ASN00055006	BLACKVILLE POST OFFICE	-31.6405	150.2356
ASN00055007	BOGGABRI POST OFFICE	-30.7056	150.0458
ASN00055008	BREEZA (MAIN STREET)	-31.2475	150.4632
ASN00055013	CUERINDI	-30.7	150.8
ASN00055017	PREMER (EDEN MOOR)	-31.5711	149.7762
ASN00055018	MULLALEY (GARRAWILLA)	-31.1711	149.6456
ASN00055020	BOGGABRI (GHOOLENDAADI)	-30.8333	149.9167
ASN00055021	MULLALEY (GOOLHI)	-31.0167	149.7333
ASN00055023	GUNNEDAH POOL	-30.9841	150.254
ASN00055028	KICKERBELL	-31.55	150.35
ASN00055031	MANILLA POST OFFICE	-30.7477	150.7196
ASN00055034	BOGGABRI (MILCHENGOWRIE)	-30.7454	150.0557
ASN00055037	PINE RIDGE (MOOKI SPRINGS)	-31.5077	150.3986
ASN00055049	QUIRINDI POST OFFICE	-31.5086	150.6792
ASN00055054	TAMWORTH AIRPORT	-31.0867	150.8467
ASN00055057	WILLOW TREE (VALAIS)	-31.7731	150.2856
ASN00055061	BLACKVILLE (WELTON DALE)	-31.75	150.25
ASN00055062	WERRIS CREEK POST OFFICE	-31.349	150.648
ASN00055067	GOONOO GOONOO STATION	-31.3038	150.9069
ASN00055071	PREMER POST OFFICE	-31.4568	149.9001
ASN00055077	FERNLEIGH (ST.HELENA)	-31.8	150.7
ASN00055171	DUNGOWAN STATION	-31.2533	151.185
ASN00055205	BOMERA	-31.4	149.9
ASN00055208	BURBURGATE	-30.8833	150.2
ASN00055210	COOMOO COOMOO	-31.7	150.1
ASN00055212	ELLERSLIE 2	-31.5	149.9
ASN00055219	MILLIWINDI	-30.8	150.6
ASN00055222	TAMWORTH WEST	-31.1	150.9
ASN00055224	WOLLUN	-30.9	151.2
ASN00055228	TULCUMBAH	-30.9	150.45
ASN00055229	MANILLA (UKOLAN)	-30.7333	150.8833
ASN00055230	ABBOTSLEA	-31.0667	150.05
ASN00055232	BIWONDAH	-30.8833	150.1167
ASN00055259	WALLABADAH	-31.6167	150.85
ASN00055278	KIBAH	-30.9833	150.4167
ASN00055281	ULIMAN (BRENTWOOD)	-31.3833	149.6833
ASN00055299	ROBERTSONS MOUNT	-30.6833	150.05
ASN00056002	ARMIDALE (RADIO STATION 2AD)	-30.5167	151.6681
ASN00056006	BUNDARRA POST OFFICE	-30.1711	151.0757
ASN00056008	DEEPWATER POST OFFICE	-29.4421	151.8483
ASN00056009	EMMAVILLE POST OFFICE	-29.4445	151.5987
ASN00056011	GLEN INNES POST OFFICE	-29.7368	151.7366
ASN00056016	GUYRA POST OFFICE	-30.2204	151.6714
ASN00056017	INVERELL COMPARISON	-29.7783	151.1114
ASN00056028	URALLA (SALISBURY COURT)	-30.7338	151.5105
ASN00056029	EMMAVILLE (STRATHBOGIE)	-29.4558	151.4791
ASN00056031	TENTERDEN	-30.1	151.5
ASN00056032	TENTERFIELD (FEDERATION PARK)	-29.0479	152.0172
ASN00056035	WALCHA POST OFFICE	-30.9853	151.5942
ASN00056056	EVERSLEIGH	-30.5	151.5
ASN00056063	URALLA	-30.6	151.5
ASN00056120	ELSMORE (NEWSTEAD NORTH)	-29.8167	151.35
ASN00056143	BEN LOMOND	-30	151.6
ASN00056144	BOOROLONG	-30.3	151.5
ASN00056147	STONEHENGE	-29.9	151.6
ASN00056155	TENTERFIELD 2	-29.0667	152.0833
ASN00056193	GLEN INNES (GLENDON 1)	-29.6833	151.6667
ASN00056195	NEWSTEAD	-29.8333	151.3667
ASN00056207	MARYLAND	-28.5417	151.9909
ASN00057000	ABERFOYLE	-30.2667	152.0167
ASN00057010	EBOR (KOTUPNA)	-30.4333	152.3292
ASN00057018	TABULAM POST OFFICE	-28.8914	152.5663
ASN00057023	EBOR (WONGWIBINDA)	-30.2892	152.1701
ASN00057028	HILLGROVE (HILLVIEW)	-30.5644	151.907
ASN00058012	YAMBA PILOT STATION	-29.4333	153.3633
ASN00058013	CONDONG SUGAR MILL	-28.3167	153.4333
ASN00058017	CUDGEN PLANTATION	-28.3	153.55
ASN00058018	CUMBALUM (FAIRVIEW)	-28.8408	153.5181
ASN00058024	GRAFTON CITY COUNCIL	-29.7	152.9
ASN00058033	LAWRENCE POST OFFICE	-29.4967	153.1041
ASN00058037	LISMORE (CENTRE STREET)	-28.807	153.2628
ASN00058038	MACLEAN (MCLACHLAN STREET)	-29.4521	153.2007
ASN00058048	RAMORNIE	-29.6	152.8
ASN00058056	TWEED HEADS GOLF CLUB	-28.2025	153.5502
ASN00058061	WOODBURN POST OFFICE	-29.0713	153.3449
ASN00058063	CASINO AIRPORT	-28.8755	153.0493
ASN00058085	CLUNES	-28.7	153.4
ASN00058090	ROSEBERRY	-28.5	152.9
ASN00058104	KOREELAH	-28.7167	153.55
ASN00058142	BILAMBIL	-28.2333	153.4667
ASN00058190	UPPER COPMANHURST	-29.5833	152.75
ASN00059000	BELLBROOK (EAST STREET)	-30.8141	152.5129
ASN00059017	KEMPSEY (WIDE STREET)	-31.077	152.8235
ASN00059018	MACKSVILLE COUNTRY CLUB	-30.7241	152.9168
ASN00059039	WOOLGOOLGA (CLEAR PLACE)	-30.1052	153.1956
ASN00059069	FERNMOUNT	-30.5	152.9
ASN00059093	WIRRIALPA (HERNANI)	-30.3	152.4167
ASN00060015	GLOUCESTER POST OFFICE	-32.0063	151.9597
ASN00060022	LAURIETON (ELOUERA ST)	-31.6392	152.7869
ASN00060023	HARRINGTON (OXLEY ANCHORAGE CA	-31.8714	152.6827
ASN00060024	MOORLAND (DENRO-AN)	-31.7816	152.6684
ASN00060026	PORT MACQUARIE (BELLEVUE GARDE	-31.4399	152.911
ASN00060030	TAREE (RADIO STATION 2RE)	-31.8986	152.4834
ASN00060036	WINGHAM (LANARK CLOSE)	-31.862	152.3444
ASN00060082	NOWENDOC (BEAUFORT)	-31.5304	151.7327
ASN00061002	BLACKVILLE (KRUI VALE)	-31.8469	150.341
ASN00061005	BRANXTON POST OFFICE	-32.65	151.35
ASN00061006	BRINDLEY PARK 2	-32.1	150.3
ASN00061014	BRANXTON  (DALWOOD VINEYARD)	-32.6385	151.4173
ASN00061016	DENMAN (PALACE STREET)	-32.3885	150.6886
ASN00061021	GOORANGOOLA	-32.3	151.2
ASN00061023	GOSFORD (GERTRUDE PLACE)	-33.4336	151.3381
ASN00061026	GUNDY (MILLER ST)	-32.0119	150.9971
ASN00061027	BARSHAM	-31.8	150.9
ASN00061035	MAITLAND WEST	-32.7	151.6
ASN00061040	MERRIWA (GUMMUN PLACE)	-32.1388	150.3577
ASN00061046	MORPETH POST OFFICE	-32.7254	151.6285
ASN00061051	MURRURUNDI POST OFFICE	-31.7651	150.8363
ASN00061053	MUSWELLBROOK (LOWER HILL ST)	-32.2611	150.8847
ASN00061054	NELSON BAY (NELSON HEAD)	-32.7103	152.1612
ASN00061055	NEWCASTLE NOBBYS SIGNAL STATIO	-32.9185	151.7985
ASN00061064	RAYMOND TERRACE POST OFFICE	-32.7617	151.74
ASN00061069	SCONE (PHILIP STREET)	-32.0458	150.8708
ASN00061070	SINGLETON POST OFFICE	-32.5667	151.1667
ASN00061071	STROUD POST OFFICE	-32.4027	151.9664
ASN00061072	TAHLEE (CARRINGTON (CHURCH ST)	-32.6678	152.014
ASN00061079	WINGEN (MURRULLA)	-31.8679	150.8809
ASN00061080	BELLTREES 1	-31.9833	151.15
ASN00061083	WYONG (WYONG GOLF CLUB)	-33.272	151.4321
ASN00061086	JERRYS PLAINS POST OFFICE	-32.4972	150.9093
ASN00061088	WAVERLEY (BELLTREES 2)	-31.8667	151.0667
ASN00061098	BELLTREES HOMESTEAD	-32	151.1333
ASN00061100	BROKE (HARROWBY)	-32.7667	151.0872
ASN00061104	ELLERSTON	-31.8	151.3
ASN00061111	DENMAN (MARTINDALE)	-32.4833	150.6833
ASN00061116	TOMAGO	-32.8333	151.7333
ASN00061124	DARTMOUTH	-32.3	150.9
ASN00061125	OAKHAMPTON PARK	-32.7	151.5667
ASN00061127	WOLLOMBI 3	-32.95	151.1667
ASN00061128	BRINDLEY PARK	-32.1	150.35
ASN00061227	DUNGOG (COOREII)	-32.4	151.75
ASN00061228	LECONFIELD	-32.6667	151.3333
ASN00061251	PENSHURST (GRESFORD)	-32.4	151.4
ASN00061280	DUNWELL	-31.9667	150.7167
ASN00061284	LAMBTON	-32.9167	150.7
ASN00061285	TURANVILLE	-32.1333	150.8667
ASN00062004	BURRUNDULLA	-32.6	149.6
ASN00062005	CASSILIS POST OFFICE	-32.0051	149.9815
ASN00062009	CASSILIS (DALKEITH)	-31.9963	149.9856
ASN00062013	GULGONG POST OFFICE	-32.3634	149.5329
ASN00062018	KATELLA	-32.7	149.2
ASN00062021	MUDGEE (GEORGE STREET)	-32.5956	149.5956
ASN00062025	ROTHERWOOD	-31.9	150
ASN00062026	RYLSTONE (ILFORD RD)	-32.8079	149.977
ASN00062034	STUART TOWN	-32.8	149.0833
ASN00062071	LUE STATION	-32.65	149.85
ASN00062082	LLANGOLLEN	-31.9667	150.0167
ASN00062091	CASSILIS (TUREE VALE)	-31.9333	149.8
ASN00063004	BATHURST GAOL	-33.4167	149.55
ASN00063010	BLAYNEY POST OFFICE	-33.535	149.26
ASN00063019	CARCOAR	-33.6167	149.1333
ASN00063021	COWRA POST OFFICE	-33.9	148.7
ASN00063035	HILL END POST OFFICE	-33.0362	149.4146
ASN00063039	KATOOMBA (MURRI ST)	-33.7122	150.3087
ASN00063043	KURRAJONG HEIGHTS (BELLS LINE	-33.5343	150.6338
ASN00063052	METHVEN	-33.5	150.1
ASN00063055	MOUNT MCDONALD	-33.9167	148.95
ASN00063056	MOUNT VICTORIA (MT VICTORIA (S	-33.5917	150.2544
ASN00063057	MOUNT WILSON (NOOROO)	-33.5	150.3667
ASN00063063	OBERON (SPRINGBANK)	-33.6774	149.8374
ASN00063064	O'CONNELL (STRATFORD)	-33.5334	149.7276
ASN00063065	ORANGE POST OFFICE	-33.2833	149.1
ASN00063066	ORANGE (MCLAUGHLIN ST)	-33.2741	149.111
ASN00063077	SPRINGWOOD BOWLING CLUB	-33.7065	150.5848
ASN00063089	WATTLE FLAT GENERAL STORE	-33.141	149.6932
ASN00063090	WELLWOOD	-33.3167	149.15
ASN00063188	BLACK SPRINGS	-33.85	149.75
ASN00063189	CADIA	-33.4	149
ASN00063217	BREWONGLE	-33.5833	149.7
ASN00063218	ERROWANBANG	-33.55	149.05
ASN00063224	LITHGOW (BIRDWOOD ST)	-33.4901	150.1498
ASN00063226	LITHGOW (COOERWULL)	-33.4769	150.1303
ASN00063252	MULGOA	-33.5	150.4
ASN00063258	ATHOL 1	-33.5	149.3
ASN00063265	OBERON (FAIRVIEW 2)	-33.7167	149.7833
ASN00063272	SPRINGWOOD (EUCHORA)	-33.7167	150.5667
ASN00063279	BLAYNEY (ATHOL)	-33.5333	149.2667
ASN00064001	BIAMBLE	-31.75	149.2
ASN00064007	NEILREX (CAIGAN)	-31.7231	149.2558
ASN00064008	COONABARABRAN (NAMOI STREET)	-31.2712	149.2714
ASN00064013	BINNAWAY (HAWTHORNE)	-31.6417	149.427
ASN00064015	MENDOORAN POST OFFICE	-31.8227	149.1217
ASN00064021	TONDERBURINE	-31.35	148.7333
ASN00064023	ULAMAMBRI POST OFFICE	-31.35	149.4
ASN00064025	COOLAH (BINNIA ST)	-31.8231	149.72
ASN00064026	COBBORA (ELLISMAYNE)	-32.0878	149.2349
ASN00064028	WEETALIBA (WEETALABAH)	-31.6335	149.575
ASN00064036	OAKEY CREEK	-31.6167	149.7
ASN00064037	BINNIA DOWNS	-31.6667	149.75
ASN00065000	ARTHURVILLE (CRAMOND)	-32.4975	148.7488
ASN00065006	CANOWINDRA (CANOWINDRA STREET)	-33.572	148.6619
ASN00065007	CARGO POST OFFICE	-33.4167	148.8167
ASN00065010	CUDAL POST OFFICE	-33.2869	148.7396
ASN00065011	CUMNOCK (WILLOW PARK)	-32.9352	148.7545
ASN00065012	DUBBO (DARLING STREET)	-32.2385	148.6089
ASN00065013	EUGOWRA POST OFFICE	-33.4278	148.3721
ASN00065016	FORBES (CAMP STREET)	-33.3892	148.0081
ASN00065019	GOOLOOGONG POST OFFICE	-33.6146	148.435
ASN00065022	MANILDRA (HAZELDALE)	-33.1628	148.5879
ASN00065023	MOLONG (KING ST)	-33.0866	148.8598
ASN00065024	PARKES (NELUNGALOO (NELUNGALOO	-33.1789	147.977
ASN00065025	OBLEY	-32.7	148.5
ASN00065026	PARKES (MACARTHUR STREET)	-33.1419	148.1639
ASN00065029	SUNTOP	-32.6	148.8
ASN00065034	WELLINGTON (AGROWPLOW)	-32.5635	148.9503
ASN00065044	BOGO BOGOLOG	-33.9	148.3
ASN00065048	OOMA	-33.7	148.1
ASN00065052	DUNDULLIMAL	-32.3	148.6
ASN00065066	GARRA	-33.1333	148.5333
ASN00065069	DUBBO WEST	-32.3	148.6
ASN00065074	PINNACLE	-33.75	148.0167
ASN00065076	BROULA	-33.8833	148.5333
ASN00065082	DUBBO (WILBERTREE)	-32.3549	148.5789
ASN00065093	GRENFELL (BALD HILLS)	-33.7667	148.15
ASN00066006	SYDNEY BOTANIC GARDENS	-33.8662	151.216
ASN00066007	BOTANY NO.1 DAM	-33.9333	151.2167
ASN00066015	CROWN ST. RESERVOIR	-33.8833	151.2
ASN00066020	EPPING CHESTER STREET	-33.7687	151.0852
ASN00066046	PARRAMATTA	-33.8167	151
ASN00066052	RANDWICK BOWLING CLUB	-33.9096	151.2419
ASN00066062	SYDNEY (OBSERVATORY HILL)	-33.8607	151.205
ASN00066095	SYDNEY (HORNBY LIGHT)	-33.8333	151.2833
ASN00066101	MARRICKVILLE (FERNBANK)	-33.9167	151.1667
ASN00066111	CRAYDON	-33.85	151.1167
ASN00066112	BONDI	-33.8833	151.2833
ASN00066113	BURWOOD 1	-33.9	151.1
ASN00067004	EMU PLAINS	-33.75	150.6667
ASN00067009	GLENFIELD (MACQUARIE)	-33.9667	150.9
ASN00067011	GRANVILLE	-33.8167	151.0167
ASN00067015	BRINGELLY (MARYLAND)	-33.9696	150.725
ASN00067019	PROSPECT RESERVOIR	-33.8193	150.9127
ASN00067021	RICHMOND - UWS HAWKESBURY	-33.6165	150.7477
ASN00067049	ARNOLD GROVE	-33.4	151.2
ASN00067054	WINDSOR THE PENINSULA	-33.6	150.8167
ASN00067056	PITT TOWN (THE MANSE)	-33.5667	150.8833
ASN00067058	DURAL PUBLIC SCHOOL	-33.7333	151.0833
ASN00067078	KENTHURST	-33.6667	151.0167
ASN00067088	CANLEY VALE	-33.8833	150.9333
ASN00068003	BERRY MASONIC VILLAGE	-34.781	150.6917
ASN00068005	BOWRAL POST OFFICE	-34.5	150.4
ASN00068007	CAMDEN (BROWNLOW HILL)	-34.0254	150.6455
ASN00068011	CAMDEN BOWLING CLUB	-34.05	150.7167
ASN00068013	MENANGLE JMAI	-34.1258	150.7375
ASN00068014	CAMPBELLTOWN 1	-34.0667	150.8
ASN00068017	CATARACT RIVER	-34.2333	150.75
ASN00068028	HELENSBURGH (SAWAN ST)	-34.1908	150.9746
ASN00068032	JAMBEROO (LORNA)	-34.65	150.7833
ASN00068043	MINTO SURREY STREET	-34.0283	150.8433
ASN00068044	MITTAGONG (BEATRICE STREET)	-34.4474	150.4568
ASN00068045	MOSS VALE (HOSKINS STREET)	-34.5444	150.3768
ASN00068052	PICTON COUNCIL DEPOT	-34.1685	150.6145
ASN00068066	WILTON	-34.2	150.6
ASN00068069	WOLLONGONG POST OFFICE	-34.4333	150.8833
ASN00068105	NOWRA COUNCIL OFFICES	-34.8833	150.6
ASN00068134	APPIN (STANHOPE)	-34.2	150.7833
ASN00068135	BALMORAL	-34.3	150.55
ASN00068140	CAPE ST GEORGE	-35.1667	150.7667
ASN00068142	CORDEAUX RIVER	-34.3167	150.7333
ASN00068156	ULSTER PARK	-34.6333	150.5333
ASN00068207	COBBITY (ROSENEATH)	-34.0167	150.6833
ASN00069002	BEGA (NEWTOWN ROAD)	-36.6884	149.838
ASN00069003	BEMBOKA POST OFFICE	-36.6278	149.5705
ASN00069010	BRAIDWOOD (WALLACE STREET)	-35.4489	149.799
ASN00069013	CANDELO POST OFFICE	-36.7677	149.6951
ASN00069014	COBARGO POST OFFICE	-36.3881	149.8882
ASN00069015	EDEN (CARAVAN PARK)	-37.0557	149.9053
ASN00069016	MILTON POST OFFICE	-35.3156	150.4357
ASN00069018	MORUYA HEADS PILOT STATION	-35.9093	150.1532
ASN00069036	BODALLA POST OFFICE	-36.0876	150.0508
ASN00069038	MORUYA BOWLING CLUB	-35.9167	150.0667
ASN00069071	BRAIDWOOD 1	-35.4667	149.8167
ASN00069125	BRAIDWOOD (BEDERVALE)	-35.4667	149.8167
ASN00070004	BOBUNDARA	-36.5	148.9
ASN00070005	BOMBALA (THERRY STREET)	-36.9113	149.2379
ASN00070009	BUKALONG STATION	-36.7969	149.1972
ASN00070012	BUNGONIA (INVERARY PARK)	-34.8996	149.9709
ASN00070019	CAVAN	-35.0167	148.8667
ASN00070023	COOMA LAMBIE STREET	-36.2333	149.1167
ASN00070025	CROOKWELL POST OFFICE	-34.4578	149.4693
ASN00070027	DELEGATE (WEEWALLA)	-37.0488	148.993
ASN00070030	BUNGENDORE (DOUGLAS)	-35.1833	149.4
ASN00070032	FAIRLIGHT STATION	-35.2274	148.9139
ASN00070035	BUNGENDORE (GIDLEIGH)	-35.3081	149.4726
ASN00070037	GOULBURN	-34.75	149.8667
